Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Kia,Carens,130000,2010,Benzine,Automatic,1600,SUV,"EGP 700,000"
Speranza,A620,250000,2007,Benzine,Automatic,,Sedan,"EGP 190,000"
Kia,Sorento,137000,2021,Benzine,Automatic,3500,Estate,"EGP 1,460,000"
Chery,Envy,10000,2017,Benzine,Manual,1500,Sedan,"EGP 390,000"
Chevrolet,Lanos,132000,2015,Benzine,Automatic,,Sedan,"EGP 350,000"
Skoda,Fantasia,200,2010,Benzine,Automatic,1600,Sedan,"EGP 580,000"
Jeep,Grand Cherokee,150000,2016,Benzine,Automatic,5700,4X4,"EGP 1,680,000"
Mercedes-Benz,C180,60000,2022,Benzine,Automatic,,Sedan,"EGP 2,775,000"
Fiat,128,990000,1986,Benzine,Manual,1100,Sedan,"EGP 55,000"
Jeep,Grand Cherokee,200000,2001,Benzine,Automatic,4000,SUV,"EGP 480,000"
Kia,Cerato,99000,2015,Benzine,Automatic,,Sedan,"EGP 865,000"
BMW,316,135000,2014,Benzine,Automatic,1600,Sedan,"EGP 900,000"
Mercedes-Benz,E Class,22000,2024,Benzine,Automatic,,Sedan,"EGP 4,700,000"
Skoda,Felecia,80000,2000,Benzine,Manual,,Sedan,"EGP 150,000"
BYD,F3,600000,2018,Natural Gas,Manual,1500,Sedan,"EGP 350,000"
Ssang Yong,Torres,3000,2024,Benzine,Automatic,,SUV,"EGP 1,450,000"
MG,RX5,50000,2023,Benzine,Automatic,,SUV,"EGP 1,125,000"
Fiat,128,300,1987,Benzine,Manual,1300,Sedan,"EGP 45,000"
Opel,Astra,150000,2020,Benzine,Automatic,,Sedan,"EGP 675,000"
Volkswagen,Beetle,100000,1980,Benzine,Manual,1600,Hatchback,"EGP 85,000"
Peugeot,3008,20000,2023,Benzine,Automatic,1600,Hatchback,"EGP 1,475,000"
Mitsubishi,Lancer,386000,1996,Benzine,Manual,1500,Sedan,"EGP 280,000"
Mitsubishi,Lancer,205000,2017,Benzine,Automatic,1600,Sedan,"EGP 600,000"
Mercedes-Benz,C180,60000,2022,Benzine,Automatic,1500,Sedan,"EGP 2,750,000"
Daewoo,Lanos,218000,2000,Benzine,Manual,,,"EGP 220,000"
Kia,Cerato,108000,2015,Benzine,Automatic,,Sedan,"EGP 780,000"
Chevrolet,Lanos,136000,2015,Natural Gas,Automatic,1500,Sedan,"EGP 300,000"
Citroen,C Elysee,115000,2014,Benzine,Automatic,,Sedan,"EGP 470,000"
BMW,320,5000,2026,Benzine,Automatic,,Sedan,"EGP 2,900,000"
Jeep,Grand Cherokee,57000,2021,Benzine,Automatic,,4X4,"EGP 3,200,000"
Brilliance,V6,99000,2019,Benzine,Automatic,,SUV,"EGP 750,000"
Kia,Pride,300000,1997,Benzine,Manual,1100,Hatchback,"EGP 110,000"
Mercedes-Benz,GLC 300,2800,2024,Benzine,Automatic,2000,SUV,"EGP 4,950,000"
Chevrolet,N300,97700,2019,Benzine,Manual,1200,Van / Bus,"EGP 450,000"
Nissan,Datsun,200000,1980,Diesel,Manual,,Pickup,"EGP 75,000"
Hyundai,Avante,140000,2000,Benzine,Automatic,1500,Sedan,"EGP 350,000"
Speranza,A516,250000,2009,Benzine,Manual,1600,Sedan,"EGP 230,000"
Other make,Other,10000,1985,Diesel,Automatic,200,Estate,"EGP 250,000"
Peugeot,307,165,2007,Benzine,Manual,1600,Convertible,"EGP 450,000"
Chevrolet,Cruze,200000,2010,Benzine,Manual,1600,Sedan,"EGP 390,000"
Fiat,128,80000,1976,Benzine,Manual,1100,Sedan,"EGP 42,000"
Volkswagen,,1,1979,Benzine,Manual,,,"EGP 75,000"
Chevrolet,Aveo,220000,2012,Natural Gas,Manual,1500,Sedan,"EGP 293,000"
Lada,Samara,1000,1989,Benzine,Manual,1300,Hatchback,"EGP 70,000"
Fiat,Shahin,100000,2002,Benzine,Manual,1400,Sedan,"EGP 170,000"
Kia,Sorento,30000,2024,Hybrid,Automatic,1600,Estate,"EGP 2,725,000"
Daihatsu,Charade,300000,1990,Benzine,Manual,1300,Sedan,"EGP 110,000"
Volkswagen,Pointer,60000,2001,Benzine,Manual,1400,Hatchback,"EGP 185,000"
BYD,L3,261000,2015,Natural Gas,Automatic,1500,Sedan,"EGP 300,000"
Renault,Logan,50000,2017,Benzine,Manual,,Sedan,"EGP 400,000"
Renault,Kadjar,88000,2022,Benzine,Automatic,,SUV,"EGP 980,000"
Land Rover,Range Rover Sport SVR,25000,2022,Benzine,Automatic,,4X4,"EGP 8,300,000"
Hyundai,Tucson,140000,2019,Benzine,Automatic,1600,SUV,"EGP 1,350,000"
Daewoo,Lanos,144000,2002,Benzine,Automatic,1600,Sedan,"EGP 295,000"
Geely,Emgrand 7,171000,2017,Benzine,Manual,1500,Sedan,"EGP 320,000"
Mercedes-Benz,EQE 500,3800,2024,Electric,Automatic,160,SUV,"EGP 3,400,000"
Skoda,Favorit,1,1993,Benzine,Manual,1300,Hatchback,"EGP 100,000"
Toyota,Corolla,170000,2021,Benzine,Automatic,1600,Sedan,"EGP 850,000"
Fiat,Punto,200000,2000,Benzine,Manual,1300,Hatchback,"EGP 165,000"
Ssang Yong,Torres,40000,2025,Benzine,Automatic,1500,Hatchback,"EGP 1,950,000"
Opel,Astra,157000,2020,Benzine,Automatic,1400,Sedan,"EGP 650,000"
Audi,A4,78000,2023,Benzine,Automatic,2000,Sedan,"EGP 2,200,000"
Suzuki,Van,120000,2017,Benzine,Manual,1400,Pickup,"EGP 200,000"
Mercedes-Benz,C250,270000,2010,Benzine,Automatic,1800,Sedan,"EGP 940,000"
Mercedes-Benz,C180,10000,2023,Benzine,Automatic,1500,Sedan,"EGP 3,200,000"
Nissan,Qashqai,65000,2021,Benzine,Automatic,1200,SUV,"EGP 1,020,000"
Porsche,Macan,25000,2023,Benzine,Automatic,3000,Sports / Coupe,"EGP 5,000,000"
Hyundai,Accent,130000,2012,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Daewoo,Nubira,385000,2005,Benzine,Manual,1500,Sedan,"EGP 260,000"
Peugeot,3008,50000,2021,Benzine,Automatic,1600,SUV,"EGP 1,600,000"
Chevrolet,Spark,128000,2008,Benzine,Manual,950,Hatchback,"EGP 175,000"
Kia,Cerato,128000,2020,Benzine,Automatic,1600,Sedan,"EGP 860,000"
Fiat,Uno,100000,1993,Benzine,Manual,1000,Hatchback,"EGP 80,000"
Hyundai,Atos,1,1998,Benzine,Manual,,,"EGP 155,000"
Peugeot,307,450000,2008,Benzine,Automatic,1600,Hatchback,"EGP 345,000"
Chevrolet,N300,120000,2020,Benzine,Manual,1200,Van / Bus,"EGP 420,000"
Hyundai,Elantra,104000,2020,Benzine,Automatic,,Sedan,"EGP 620,000"
BMW,X3,148000,2012,Benzine,Automatic,3000,Estate,"EGP 1,300,000"
Hyundai,Tucson,90000,2020,Benzine,Automatic,1600,SUV,"EGP 1,300,000"
Renault,Kadjar,65000,2022,Benzine,Automatic,1200,SUV,"EGP 899,000"
Daewoo,Lanos,195000,1999,Benzine,Manual,1500,Sedan,"EGP 220,000"
Ford,Focus,205000,2014,Benzine,Automatic,1500,Sedan,"EGP 490,000"
Chevrolet,Spark,80500,2011,Benzine,Manual,1000,Hatchback,"EGP 180,000"
MG,HS,70000,2021,Benzine,Automatic,1500,4X4,"EGP 1,030,000"
BMW,320,55000,2015,Benzine,Automatic,2000,SUV,"EGP 2,100,000"
BMW,X5,170000,2019,Benzine,Automatic,4400,SUV,"EGP 2,250,000"
Seat,Ibiza,121000,2010,Benzine,Automatic,1600,Hatchback,"EGP 460,000"
Peugeot,504,99900,1979,Benzine,Manual,2000,Sedan,"EGP 95,000"
Chevrolet,Aveo,120,2018,Benzine,Automatic,,Sedan,"EGP 429,000"
Opel,Vectra,255000,2008,Benzine,Automatic,1600,Sedan,"EGP 440,000"
Hyundai,Tucson,67000,2020,Benzine,Automatic,1600,SUV,"EGP 1,350,000"
Nissan,Sunny,430000,2007,Diesel,Automatic,1600,Sedan,"EGP 290,000"
Seat,Tarraco,21000,2024,Benzine,Automatic,1400,SUV,"EGP 2,080,000"
Mazda,3,140000,2018,Benzine,Automatic,1600,Sedan,"EGP 710,000"
Skoda,Octavia,315000,2016,Benzine,Automatic,1600,Sedan,"EGP 750,000"
Toyota,Corolla,200000,1996,Benzine,Automatic,,,"EGP 160,000"
Toyota,Avensis,350000,2008,Benzine,Manual,1600,Sedan,"EGP 300,000"
Suzuki,Grand Vitara,137000,2007,Benzine,Automatic,2000,4X4,"EGP 590,000"
Honda,Civic,76000,2019,Benzine,Automatic,1600,Sedan,"EGP 1,080,000"
Geely,Imperial,175000,2019,Benzine,Automatic,1600,Sedan,"EGP 480,000"
Seat,133,1000,1981,Benzine,Automatic,,,"EGP 37,000"
Daewoo,Lanos,200000,2004,Benzine,Manual,1600,Sedan,"EGP 235,000"
Opel,Corsa,94000,2016,Benzine,Automatic,1400,Hatchback,"EGP 550,000"
Chevrolet,Pickup/Dababa,185000,2015,Diesel,Manual,,Pickup,"EGP 590,000"
Peugeot,406,400,2002,Benzine,Automatic,2000,Sedan,"EGP 300,000"
BMW,520,25000,2024,Benzine,Automatic,2000,Sedan,"EGP 4,100,000"
Chevrolet,Equinox,95000,2019,Benzine,Automatic,1600,SUV,"EGP 950,000"
Mercedes-Benz,G63,3000,2024,Benzine,Automatic,4000,4X4,"EGP 14,000,000"
Chevrolet,Optra,230000,2008,Benzine,Automatic,1600,Sedan,"EGP 420,000"
Renault,Duster,225000,2014,Benzine,Manual,1600,SUV,"EGP 450,000"
BYD,F3,260000,2012,Natural Gas,Manual,1600,Sedan,"EGP 265,000"
Hyundai,Matrix,191000,2010,Benzine,Automatic,1600,Sedan,"EGP 400,000"
Toyota,Corolla,8000,2025,Benzine,Automatic,1600,Sedan,"EGP 1,550,000"
Speranza,M11,104000,2010,Benzine,Manual,1600,Sedan,"EGP 215,000"
Hyundai,Accent,170000,2009,Benzine,Automatic,,,"EGP 165,000"
Skoda,Octavia,169000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,100,000"
Skoda,Octavia,423000,1998,Benzine,Manual,,Sedan,"EGP 320,000"
BMW,320,140000,2017,Benzine,Automatic,2000,Sedan,"EGP 2,200,000"
Hyundai,Accent,180000,2007,Benzine,Automatic,1600,Sedan,"EGP 400,000"
Renault,Logan,351000,2016,Benzine,Automatic,1600,Sedan,"EGP 280,000"
Skoda,Kodiaq,120000,2019,Benzine,Automatic,1400,SUV,"EGP 1,525,000"
Hyundai,Verna,1,2007,Benzine,Manual,1600,Sedan,"EGP 250,000"
Audi,A3,125000,2015,Benzine,Automatic,1400,Sports / Coupe,"EGP 1,130,000"
Mercedes-Benz,E300,68500,2021,Benzine,Automatic,2000,Sedan,"EGP 3,900,000"
Avatr,12,3900,2025,Electric,Automatic,,SUV,"EGP 2,950,000"
Fiat,Shahin,200000,1999,Benzine,Manual,1400,Sedan,"EGP 75,000"
Land Rover,Velar,3000,2025,Benzine,Automatic,2000,SUV,"EGP 5,400,000"
Mitsubishi,Lancer,200000,2016,Diesel,Automatic,1500,Sedan,"EGP 670,000"
Hyundai,Avante,16000,2024,Benzine,Automatic,1600,Sedan,"EGP 1,430,000"
Daewoo,Racer,200000,1994,Benzine,Manual,1500,Sedan,"EGP 125,000"
Toyota,Corolla,182536,1992,Benzine,Manual,1300,Sedan,"EGP 225,000"
Renault,Sandero Stepway,40000,2022,Benzine,Automatic,1600,Hatchback,"EGP 620,000"
Fiat,128,200000,1999,Benzine,Manual,,Sedan,"EGP 90,000"
Nissan,Sentra,131000,2017,Benzine,Automatic,1600,Sedan,"EGP 580,000"
Honda,HR-V,15900,2023,Benzine,Automatic,,SUV,"EGP 2,400,000"
Volkswagen,Golf,24000,2014,Benzine,Automatic,1400,Hatchback,"EGP 850,000"
Nissan,Juke,125000,2021,Benzine,Automatic,1200,SUV,"EGP 840,000"
BYD,F3,260000,2014,Benzine,Automatic,1600,Sedan,"EGP 320,000"
Kia,Sportage,108000,2019,Benzine,Automatic,1600,Hatchback,"EGP 1,350,000"
Peugeot,405,200000,2007,Benzine,Manual,,,"EGP 140,000"
Hyundai,Bayon,100000,2022,Benzine,Automatic,1400,Hatchback,"EGP 720,000"
Volkswagen,ID6,60000,2022,Electric,Automatic,,SUV,"EGP 1,400,000"
BYD,F3,140000,2019,Benzine,Manual,,Sedan,"EGP 420,000"
Lada,Samara,65000,2005,Benzine,Manual,1600,Sedan,"EGP 90,000"
Renault,Dokker,120000,2021,Benzine,Manual,1600,Pickup,"EGP 320,000"
Peugeot,208,97000,2015,Benzine,Automatic,1600,Hatchback,"EGP 500,000"
Hyundai,Verna,209000,2015,Benzine,Automatic,1599,Sedan,"EGP 290,000"
Speranza,A113,110000,2010,Benzine,Automatic,,,"EGP 230,000"
Toyota,Fortuner,8000,2025,Benzine,Automatic,4000,4X4,"EGP 3,570,000"
Nissan,Patrol,10000,2024,Benzine,Automatic,,Estate,"EGP 6,600,000"
Chevrolet,Lanos,55000,2014,Benzine,Manual,1500,Sedan,"EGP 365,000"
BMW,X1,97000,2020,Benzine,Automatic,1500,SUV,"EGP 2,000,000"
Fiat,Polonez,1,1990,Benzine,Manual,,,"EGP 45,000"
Land Rover,Range Rover Sport,60000,2021,Benzine,Automatic,2000,SUV,"EGP 5,250,000"
Citroen,C4,234000,2006,Benzine,Automatic,1600,Hatchback,"EGP 325,000"
Speranza,A113,177000,2009,Benzine,Manual,1300,Hatchback,"EGP 185,000"
BYD,F3,100000,2024,Benzine,Automatic,1500,Sedan,"EGP 550,000"
Daewoo,Nubira,250000,2006,Benzine,Manual,1600,Sedan,"EGP 220,000"
Volkswagen,Passat,148000,2021,Benzine,Automatic,1400,Sedan,"EGP 1,375,000"
Renault,Sandero,9000,2020,Benzine,Automatic,1600,Hatchback,"EGP 565,000"
Hyundai,Verna,280000,2007,Benzine,Manual,1600,Sedan,"EGP 280,000"
Peugeot,508,96000,2017,Benzine,Automatic,1600,Sedan,"EGP 820,000"
Kia,Cerato,150000,2013,Benzine,Automatic,1600,Sedan,"EGP 580,000"
BMW,X6,20000,2024,Benzine,Automatic,,SUV,"EGP 7,250,000"
Mercedes-Benz,C180,10000,2022,Benzine,Automatic,1500,Sedan,"EGP 2,850,000"
Daewoo,Nubira,11395,2001,Benzine,Manual,1600,Sedan,"EGP 210,000"
Kia,Sportage,55000,2022,Benzine,Automatic,1600,SUV,"EGP 1,680,000"
Daihatsu,Terios,219000,2009,Benzine,Automatic,1500,Estate,"EGP 440,000"
Hyundai,Excel,170000,1996,Benzine,Manual,,,"EGP 130,000"
Jeep,Cherokee,100000,1995,Benzine,Automatic,4000,4X4,"EGP 280,000"
Peugeot,405,227000,1994,Benzine,Manual,,,"EGP 165,000"
Suzuki,Pick up,10000,2010,Benzine,Manual,,Pickup,"EGP 140,000"
BMW,318,160000,2016,Benzine,Automatic,1500,Sedan,"EGP 1,050,000"
Chevrolet,Lanos,250000,2011,Natural Gas,Manual,1500,Sedan,"EGP 255,000"
Renault,Captur,140000,2018,Benzine,Automatic,1600,SUV,"EGP 550,000"
Fiat,128,40000,1982,Benzine,Manual,,Sedan,"EGP 60,000"
Alfa Romeo,156,112000,2000,Benzine,Automatic,2500,Sedan,"EGP 250,000"
MG,MG 6,75000,2021,Benzine,Automatic,1600,Sedan,"EGP 800,000"
Speranza,A11,200000,2006,Benzine,Manual,1600,Sedan,"EGP 125,000"
Chevrolet,Cruze,165000,2014,Benzine,Automatic,,Sedan,"EGP 490,000"
Fiat,Uno,200000,1990,Benzine,Manual,1100,Hatchback,"EGP 80,000"
Toyota,Corolla,237000,2014,Benzine,Automatic,1600,Sedan,"EGP 710,000"
Renault,Logan,112000,2018,Benzine,Automatic,1600,Sedan,"EGP 445,445"
Chevrolet,Optra,81000,2023,Benzine,Automatic,1500,Sedan,"EGP 625,000"
BMW,316,87000,2010,Benzine,Automatic,1600,Sedan,"EGP 860,000"
Peugeot,405,130000,2009,Benzine,Manual,1600,Sedan,"EGP 295,000"
Peugeot,508,95000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,300,000"
Nissan,Sunny,300000,2002,Benzine,Manual,1300,Sedan,"EGP 280,000"
Mercedes-Benz,C180,13000,2023,Benzine,Automatic,,Sedan,"EGP 3,350,000"
Renault,Fluence,230000,2011,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Lada,2107,149000,2005,Benzine,Manual,1500,Sedan,"EGP 105,000"
Mercedes-Benz,C180,45000,2023,Benzine,Automatic,1500,Sedan,"EGP 2,680,000"
BMW,X6,18000,2024,Benzine,Automatic,4400,SUV,"EGP 7,400,000"
Renault,Sandero Stepway,55000,2019,Benzine,Automatic,,Hatchback,"EGP 650,000"
Mercedes-Benz,GLC 43,3000,2025,Benzine,Automatic,2000,SUV,"EGP 7,100,000"
Fiat,Tipo,132500,2021,Benzine,Automatic,1600,Sedan,"EGP 670,000"
Honda,Civic,260000,1992,Benzine,Manual,,,"EGP 200,000"
Fiat,Punto,149000,2016,Benzine,Automatic,,Hatchback,"EGP 575,000"
Toyota,Avanza,110000,2007,Benzine,Automatic,1500,Hatchback,"EGP 560,000"
Renault,Sandero Stepway,56000,2019,Benzine,Automatic,,Hatchback,"EGP 650,000"
Toyota,Corolla,98000,2023,Benzine,Automatic,1600,Sedan,"EGP 1,155,000"
Mercedes-Benz,A200,88000,2014,Benzine,Automatic,2000,Sedan,"EGP 2,050,000"
Renault,Kadjar,115000,2020,Benzine,Automatic,1200,SUV,"EGP 895,000"
Haval,H6,130000,2023,Benzine,Automatic,1600,SUV,"EGP 940,000"
Nissan,Sunny,230000,2008,Benzine,Automatic,,Sedan,"EGP 360,000"
BMW,316,150000,2015,Benzine,Automatic,,Sedan,"EGP 970,000"
Suzuki,Swift,190000,1993,Benzine,Manual,1300,Sedan,"EGP 125,000"
Daewoo,Nubira,111666,1997,Benzine,Manual,1498,Sedan,"EGP 180,000"
Subaru,XV,168000,2018,Benzine,Automatic,1600,SUV,"EGP 1,000,000"
Hyundai,Elantra,250000,2013,Benzine,Automatic,1600,Sedan,"EGP 580,000"
Peugeot,405,1,1988,Benzine,Manual,,,"EGP 150,000"
Chery,Envy,244000,2017,Benzine,Manual,,Sedan,"EGP 235,000"
Hyundai,Verna,333000,2008,Natural Gas,Manual,1500,Sedan,"EGP 200,000"
Hyundai,Tucson,140000,2019,Benzine,Automatic,1600,Hatchback,"EGP 1,220,000"
Citroen,AX,100000,1999,Benzine,Manual,,,"EGP 75,000"
Hyundai,Atos,95000,2008,Benzine,Manual,,Hatchback,"EGP 240,000"
Hyundai,Accent,1,1999,Benzine,Manual,,,"EGP 235,000"
Hyundai,Accent,350000,1999,Benzine,Manual,1500,Sedan,"EGP 210,000"
Hyundai,Accent,30000,2024,Benzine,Automatic,1600,Sedan,"EGP 735,000"
Ford,Escort,200000,1997,Benzine,Manual,1600,Sedan,"EGP 140,000"
Ford,EcoSport,80000,2019,Benzine,Automatic,1000,Hatchback,"EGP 635,000"
Opel,Vectra,170000,1999,Benzine,Automatic,2000,Sedan,"EGP 290,000"
Hyundai,Matrix,150000,2009,Benzine,Manual,1600,Hatchback,"EGP 420,000"
Peugeot,508,120000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,150,000"
Nissan,Sunny,380000,2010,Hybrid,Automatic,1600,Sedan,"EGP 370,000"
Toyota,Corolla,157000,1999,Benzine,Manual,1300,Sedan,"EGP 260,000"
Chevrolet,Lanos,225700,2009,Benzine,Manual,1500,Sedan,"EGP 280,000"
Fiat,128,200000,1979,Benzine,Manual,,,"EGP 65,000"
MG,HS,68000,2021,Benzine,Automatic,1500,SUV,"EGP 945,000"
Kia,Pride,180000,1997,Benzine,Manual,1100,Hatchback,"EGP 115,000"
Mercedes-Benz,E200,220000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,650,000"
Toyota,Yaris,190000,2015,Benzine,Automatic,1500,Sedan,"EGP 600,000"
Chevrolet,Optra,230000,2009,Benzine,Automatic,1600,Sedan,"EGP 375,000"
Audi,A4,180000,2018,Benzine,Automatic,1400,Sedan,"EGP 1,325,000"
Chery,Envy,165000,2017,Benzine,Manual,,,"EGP 300,000"
Opel,Vectra,230000,2008,Benzine,Automatic,1600,Sedan,"EGP 425,000"
Renault,Kadjar,334000,2017,Benzine,Automatic,1200,SUV,"EGP 650,000"
Peugeot,3008,155000,2021,Benzine,Automatic,1600,Hatchback,"EGP 1,125,000"
Lexus,LX,116,2010,Benzine,Automatic,5700,4X4,"EGP 5,250,000"
Kia,Sorento,26000,2023,Hybrid,Automatic,1600,Estate,"EGP 2,600,000"
Jeep,Grand Cherokee,200000,2015,Benzine,Automatic,5700,4X4,"EGP 1,450,000"
BMW,X3,210,2013,Benzine,Automatic,3000,SUV,"EGP 1,150,000"
BYD,F3,265555,2012,Benzine,Automatic,1600,Sedan,"EGP 330,000"
MG,RX5,17000,2024,Benzine,Automatic,1500,SUV,"EGP 1,250,000"
Jeep,Wrangler,260000,2015,Natural Gas,Automatic,3600,4X4,"EGP 1,385,000"
Mercedes-Benz,E300,42000,2023,Benzine,Automatic,2000,Sedan,"EGP 3,650,000"
Mercedes-Benz,C180,96500,2019,Benzine,Automatic,1600,Sedan,"EGP 2,100,000"
BMW,316,230000,2010,Benzine,Automatic,1600,Sedan,"EGP 730,000"
Daewoo,Lanos,186000,2007,Benzine,Manual,1600,Sedan,"EGP 270,000"
Fiat,Tipo,82000,2020,Benzine,Automatic,1600,Sedan,"EGP 720,000"
Volkswagen,Polo,250000,1997,Benzine,Manual,1400,Hatchback,"EGP 170,000"
Chevrolet,Lanos,300000,2007,Benzine,Manual,,Sedan,"EGP 185,000"
Peugeot,308 SW,190000,2011,Benzine,Automatic,1600,Hatchback,"EGP 440,000"
Volkswagen,Tiguan,49000,2024,Benzine,Automatic,1400,SUV,"EGP 2,080,000"
Nissan,Qashqai,158000,2016,Benzine,Automatic,1200,SUV,"EGP 710,000"
Suzuki,Van,2000,2013,Benzine,Manual,1000,Van / Bus,"EGP 180,000"
Mercedes-Benz,E180,130000,2016,Benzine,Automatic,1600,Sedan,"EGP 2,000,000"
Renault,Logan,290000,2015,Benzine,Manual,1600,Sedan,"EGP 330,000"
Mercedes-Benz,E300,30000,2022,Hybrid,Automatic,2000,Sedan,"EGP 3,500,000"
Mercedes-Benz,C180,53000,2023,Benzine,Automatic,1500,Sedan,"EGP 2,750,000"
Daewoo,Lanos,380000,1999,Benzine,Manual,1600,Sedan,"EGP 250,000"
Renault,Sandero Stepway,95000,2016,Benzine,Automatic,1600,Hatchback,"EGP 490,000"
Volkswagen,Parati,330000,2004,Benzine,Manual,1600,MPV,"EGP 180,000"
Mercedes-Benz,S350,130,2013,Benzine,Automatic,3500,Sedan,"EGP 2,700,000"
Volkswagen,Passat,77000,2021,Benzine,Automatic,1400,Sedan,"EGP 1,470,000"
Mercedes-Benz,CLA 200,3000,2025,Benzine,Automatic,,Sports / Coupe,"EGP 2,950,000"
Ford,Escort,60000,1998,Benzine,Manual,,,"EGP 140,000"
Seat,Leon,89000,2020,Benzine,Automatic,1600,Hatchback,"EGP 965,000"
Mercedes-Benz,E350,63000,2018,Hybrid,Automatic,2000,Sedan,"EGP 2,800,000"
Volkswagen,Jetta,250000,2010,Benzine,Automatic,2000,Sedan,"EGP 680,000"
Opel,Grandland,72000,2019,Benzine,Automatic,1600,Hatchback,"EGP 950,000"
Daewoo,Lanos,230000,2008,Benzine,Manual,1600,Sedan,"EGP 230,000"
Porsche,Cayenne,59000,2020,Benzine,Automatic,3000,Hatchback,"EGP 4,500,000"
Chevrolet,Optra,187000,2007,Benzine,Automatic,1600,Sedan,"EGP 410,000"
Fiat,128,100000,1988,Benzine,Manual,,,"EGP 60,000"
Land Rover,Evoque,38000,2022,Benzine,Automatic,1997,SUV,"EGP 3,600,000"
Daewoo,,300000,1999,Benzine,Automatic,,,"EGP 220,000"
Mercedes-Benz,C200,1700,2025,Benzine,Automatic,1500,Sedan,"EGP 4,150,000"
Geely,Ck,160000,2006,Benzine,Manual,,,"EGP 165,000"
Skoda,Kodiaq,28000,2022,Benzine,Automatic,2000,SUV,"EGP 2,650,000"
Skoda,,250000,1998,Benzine,Manual,,,"EGP 240,000"
Hyundai,I20,45000,2022,Benzine,Automatic,1400,Hatchback,"EGP 850,000"
Toyota,Corolla,90000,2008,Benzine,Automatic,1600,Sedan,"EGP 590,000"
Mitsubishi,Lancer,181000,2015,Benzine,Automatic,1500,Sedan,"EGP 560,000"
Proton,Gen-2,224000,2014,Benzine,Automatic,1600,Sedan,"EGP 425,000"
Opel,Insignia,188000,2014,Benzine,Automatic,1600,Sedan,"EGP 730,000"
Mercedes-Benz,GLC 300,68000,2021,Benzine,Automatic,2000,SUV,"EGP 3,500,000"
Hyundai,Tucson,20000,2022,Benzine,Automatic,1600,Hatchback,"EGP 1,625,000"
Mercedes-Benz,E200,6000,2021,Benzine,Automatic,2000,Sedan,"EGP 4,200,000"
Skoda,Superb,135000,2021,Benzine,Automatic,1400,Sedan,"EGP 1,500,000"
Toyota,Hilux,420000,1998,Diesel,Manual,2800,Pickup,"EGP 475,000"
BMW,520,28000,2023,Benzine,Automatic,1600,Sedan,"EGP 3,150,000"
Mercedes-Benz,C180,125000,2016,Benzine,Automatic,1600,Sedan,"EGP 1,600,000"
Mercedes-Benz,EQS 450+,30000,2023,Electric,Automatic,,SUV,"EGP 3,900,000"
Chevrolet,Aveo,147000,2008,Benzine,Manual,1500,Sedan,"EGP 220,000"
Renault,Logan,175000,2013,Benzine,Automatic,1600,Sedan,"EGP 330,000"
Volkswagen,ID4,23000,2023,Electric,Automatic,,SUV,"EGP 1,390,000"
Chery,A15,250000,2009,Natural Gas,Manual,1600,Sedan,"EGP 190,000"
Peugeot,3008,41000,2019,Benzine,Automatic,,SUV,"EGP 1,500,000"
Nissan,Sunny,97000,2021,Benzine,Automatic,1600,Sedan,"EGP 610,000"
Suzuki,Swift,68000,2022,Benzine,Automatic,1200,Hatchback,"EGP 680,000"
Lada,2107,180000,2008,Benzine,Manual,1600,4X4,"EGP 100,000"
Seat,Leon,130000,2019,Benzine,Automatic,1400,Hatchback,"EGP 925,000"
Land Rover,Range Rover,59000,2021,Benzine,Automatic,1600,SUV,"EGP 2,900,000"
Renault,Megane,111000,2017,Benzine,Automatic,1600,Hatchback,"EGP 700,000"
Chevrolet,Pickup/Dababa,750000,2006,Diesel,Manual,,Pickup,"EGP 400,000"
Chevrolet,Lanos,310000,2010,Benzine,Manual,1500,Sedan,"EGP 210,000"
Renault,Logan,200000,2016,Benzine,Manual,1600,Sedan,"EGP 350,000"
Hyundai,Elantra,99000,2021,Benzine,Automatic,,Sedan,"EGP 1,200,000"
Hyundai,Tucson,23000,2019,Benzine,Automatic,1600,SUV,"EGP 1,350,000"
Volkswagen,Golf,240000,2014,Benzine,Automatic,1400,Hatchback,"EGP 1,020,000"
BMW,118,48000,2019,Benzine,Automatic,1500,Hatchback,"EGP 1,500,000"
Mercedes-Benz,A200,26000,2021,Benzine,Automatic,2000,Sedan,"EGP 4,500,000"
Kia,Sorento,7500,2024,Hybrid,Automatic,1600,Estate,"EGP 2,800,000"
Peugeot,408,10000,2025,Benzine,Automatic,,SUV,"EGP 2,050,000"
BYD,F3,165000,2010,Benzine,Manual,1600,Sedan,"EGP 400,000"
Mercedes-Benz,GLE 450,10000,2025,Benzine,Automatic,3000,4X4,"EGP 6,600,000"
Mercedes-Benz,E200,185000,1995,Benzine,Automatic,2000,Sedan,"EGP 720,000"
Daewoo,Lanos,150000,1999,Benzine,Automatic,,,"EGP 235,000"
Daewoo,Lanos,250000,2000,Benzine,Manual,1500,Sedan,"EGP 200,000"
